city_or_county,week,score
Broken Arrow,15,1.0
Broken Arrow,19,2.0
Broken Arrow,20,1.0
Broken Arrow,21,5.0
Broken Arrow,22,6.0
Broken Arrow,25,2.0
Broken Arrow,36,2.0
Broken Arrow,37,1.0
Broken Arrow,38,1.0
Broken Arrow,42,1.5
Broken Arrow,45,3.0
Broken Arrow,46,1.0
Broken Arrow,47,1.0
Broken Arrow,49,1.5
Bronx,1,1.625
Bronx,2,2.7142857142857144
Bronx,3,2.5
Bronx,4,2.6
Bronx,5,2.4166666666666665
Bronx,6,2.272727272727273
Bronx,7,1.7142857142857142
Bronx,8,3.142857142857143
Bronx,9,2.0
Bronx,10,2.272727272727273
Bronx,11,2.0454545454545454
Bronx,12,2.125
Bronx,13,2.5714285714285716
Bronx,14,1.8
Bronx,15,1.5833333333333333
Bronx,16,1.9166666666666667
Bronx,17,1.8888888888888888
Bronx,18,2.7777777777777777
Bronx,19,1.7142857142857142
Bronx,20,2.4444444444444446
Bronx,21,2.4210526315789473
Bronx,22,2.4285714285714284
Bronx,23,1.7222222222222223
Bronx,24,2.0952380952380953
Bronx,25,2.0
Bronx,26,2.3529411764705883
Bronx,27,1.6923076923076923
Bronx,28,2.3
Bronx,29,2.1875
Bronx,30,2.642857142857143
Bronx,31,3.5
Bronx,32,2.5294117647058822
Bronx,33,2.0
Bronx,34,1.9090909090909092
Bronx,35,1.6875
Bronx,36,1.4375
Bronx,37,1.8333333333333333
Bronx,38,1.4166666666666667
Bronx,39,1.9333333333333333
Bronx,40,2.5
Bronx,41,1.8181818181818181
Bronx,42,2.2
Bronx,43,2.111111111111111
Bronx,44,1.9
Bronx,45,1.6
Bronx,46,2.5454545454545454
Bronx,47,1.7692307692307692
Bronx,48,1.6
Bronx,49,2.5714285714285716
Bronx,50,1.5384615384615385
Bronx,51,2.5555555555555554
Bronx,52,1.7142857142857142
Bronx,53,2.0
Brookfield,2,2.0
Brookfield,4,4.5
Brookfield,13,1.0
Brookfield,26,1.0
Brookfield,28,2.0
Brookfield,36,1.0
Brookfield,43,3.0
Brookfield,44,4.0
Brookfield,48,1.0
Brookfield,51,1.0
Brookhaven,11,6.0
Brookhaven,12,2.0
Brookhaven,23,2.0
Brookhaven,25,2.0
Brookhaven,26,3.0
Brookhaven,27,2.0
Brookhaven,28,1.5
Brookhaven,30,1.0
Brookhaven,31,5.0
Brookhaven,37,2.0
Brookhaven,40,1.0
Brookhaven,42,2.0
Brookhaven,43,2.0
Brookhaven,45,1.0
Brookhaven,48,1.3333333333333333
Brookhaven,52,2.5
Brooklyn,1,2.272727272727273
Brooklyn,2,2.3529411764705883
Brooklyn,3,1.95
Brooklyn,4,2.235294117647059
Brooklyn,5,2.1666666666666665
Brooklyn,6,1.8
Brooklyn,7,1.95
Brooklyn,8,2.0
Brooklyn,9,1.8571428571428572
Brooklyn,10,1.7857142857142858
Brooklyn,11,1.9523809523809523
Brooklyn,12,2.0
Brooklyn,13,1.9411764705882353
Brooklyn,14,2.1818181818181817
Brooklyn,15,1.85
Brooklyn,16,2.0454545454545454
Brooklyn,17,1.3846153846153846
Brooklyn,18,2.3125
Brooklyn,19,1.95
Brooklyn,20,2.0
Brooklyn,21,1.9545454545454546
Brooklyn,22,2.0208333333333335
Brooklyn,23,1.6818181818181819
Brooklyn,24,2.5833333333333335
Brooklyn,25,1.826086956521739
Brooklyn,26,2.0476190476190474
Brooklyn,27,1.8666666666666667
Brooklyn,28,2.0
Brooklyn,29,2.103448275862069
Brooklyn,30,1.7692307692307692
Brooklyn,31,2.64
Brooklyn,32,2.0476190476190474
Brooklyn,33,1.8888888888888888
Brooklyn,34,1.6
Brooklyn,35,2.28
Brooklyn,36,1.6363636363636365
Brooklyn,37,2.0
Brooklyn,38,1.8571428571428572
Brooklyn,39,2.4
Brooklyn,40,1.9411764705882353
Brooklyn,41,2.0952380952380953
Brooklyn,42,2.1904761904761907
Brooklyn,43,1.7
Brooklyn,44,1.6
Brooklyn,45,2.066666666666667
Brooklyn,46,2.2666666666666666
Brooklyn,47,1.8333333333333333
Brooklyn,48,1.8636363636363635
Brooklyn,49,2.1875
Brooklyn,50,1.6666666666666667
Brooklyn,51,2.1153846153846154
Brooklyn,52,2.1052631578947367
Brooklyn,53,2.5
Brooksville,4,1.5
Brooksville,8,1.0
Brooksville,9,4.0
Brooksville,11,2.0
Brooksville,13,2.0
Brooksville,15,1.5
Brooksville,17,1.0
Brooksville,18,1.0
Brooksville,19,1.5
Brooksville,21,2.0
Brooksville,23,2.0
Brooksville,25,1.0
Brooksville,26,2.0
Brooksville,27,2.0
Brooksville,30,2.0
Brooksville,31,3.0
Brooksville,33,1.0
Brooksville,34,1.0
Brooksville,35,5.0
Brooksville,38,1.0
Brooksville,44,2.0
Brooksville,46,1.0
Brownsville,2,3.0
Brownsville,4,5.333333333333333
Brownsville,5,4.0
Brownsville,6,1.0
Brownsville,7,2.0
Brownsville,9,2.0
Brownsville,10,2.3333333333333335
Brownsville,11,2.5
Brownsville,17,2.0
Brownsville,18,1.0
Brownsville,20,1.0
Brownsville,23,1.6666666666666667
Brownsville,24,1.0
Brownsville,27,2.0
Brownsville,30,2.0
Brownsville,35,1.25
Brownsville,36,1.5
Brownsville,38,2.0
Brownsville,40,1.0
Brownsville,41,1.0
Brownsville,43,1.0
Brownsville,45,1.4
Brownsville,46,4.0
Brownsville,47,5.0
Brownsville,49,1.0
Brownsville,50,1.0
Brownsville,52,2.5
Brunswick,1,1.5
Brunswick,3,1.5
Brunswick,4,2.0
Brunswick,5,3.0
Brunswick,6,1.3333333333333333
Brunswick,7,1.5
Brunswick,8,1.0
Brunswick,10,5.0
Brunswick,11,2.0
Brunswick,12,1.5
Brunswick,13,2.25
Brunswick,14,2.0
Brunswick,15,2.0
Brunswick,16,1.0
Brunswick,18,3.0
Brunswick,23,1.0
Brunswick,24,3.0
Brunswick,28,2.0
Brunswick,29,3.0
Brunswick,30,2.0
Brunswick,31,1.5
Brunswick,33,3.0
Brunswick,34,2.5
Brunswick,38,4.0
Brunswick,39,2.0
Brunswick,40,4.0
Brunswick,41,2.0
Brunswick,42,1.0
Brunswick,43,1.0
Brunswick,45,1.5
Brunswick,48,2.5
Brunswick,49,4.0
Brunswick,51,2.0
Brunswick,53,2.0
Bryan,1,1.0
Bryan,4,1.5
Bryan,6,1.0
Bryan,7,1.0
Bryan,9,1.5
Bryan,10,3.0
Bryan,11,1.0
Bryan,15,2.0
Bryan,16,3.0
Bryan,17,2.0
Bryan,18,1.0
Bryan,19,4.0
Bryan,21,2.0
Bryan,22,1.0
Bryan,25,1.0
Bryan,27,2.0
Bryan,31,2.0
Bryan,36,1.0
Bryan,37,1.0
Bryan,38,2.5
Bryan,39,2.25
Bryan,40,6.0
Bryan,42,3.0
Bryan,43,2.3333333333333335
Bryan,47,1.0
Bryan,48,4.0
Bryan,49,1.5
Bryan,50,3.0
Bryan,51,3.0
Bryan,52,3.0
Buckeye,3,1.0
Buckeye,8,1.0
Buckeye,16,1.0
Buckeye,18,2.5
Buckeye,25,2.0
Buckeye,26,2.0
Buckeye,31,1.5
Buckeye,35,1.0
Buckeye,44,2.0
Buckeye,46,2.0
Buckeye,50,2.0
Buffalo,1,1.6666666666666667
Buffalo,2,1.5454545454545454
Buffalo,3,1.4166666666666667
Buffalo,4,1.2857142857142858
Buffalo,5,1.4545454545454546
Buffalo,6,1.4
Buffalo,7,1.7142857142857142
Buffalo,8,2.0
Buffalo,9,1.4444444444444444
Buffalo,10,1.6666666666666667
Buffalo,11,1.4
Buffalo,12,1.1666666666666667
Buffalo,13,1.25
Buffalo,14,2.0
Buffalo,15,1.3333333333333333
Buffalo,16,1.7272727272727273
Buffalo,17,1.6666666666666667
Buffalo,18,1.7333333333333334
Buffalo,19,1.7333333333333334
Buffalo,20,2.076923076923077
Buffalo,21,1.1818181818181819
Buffalo,22,2.2142857142857144
Buffalo,23,2.375
Buffalo,24,1.375
Buffalo,25,1.6666666666666667
Buffalo,26,1.8
Buffalo,27,1.6
Buffalo,28,1.4444444444444444
Buffalo,29,1.4545454545454546
Buffalo,30,1.8333333333333333
Buffalo,31,1.5555555555555556
Buffalo,32,1.6
Buffalo,33,1.5714285714285714
Buffalo,34,1.588235294117647
Buffalo,35,2.142857142857143
Buffalo,36,1.3076923076923077
Buffalo,37,1.5
Buffalo,38,1.5384615384615385
Buffalo,39,1.1333333333333333
Buffalo,40,1.1666666666666667
Buffalo,41,1.625
Buffalo,42,2.25
Buffalo,43,1.2222222222222223
Buffalo,44,1.7
Buffalo,45,1.0
Buffalo,46,1.4666666666666666
Buffalo,47,1.5714285714285714
Buffalo,48,1.6363636363636365
Buffalo,49,1.3333333333333333
Buffalo,50,1.6
Buffalo,51,1.1111111111111112
Buffalo,52,1.6470588235294117
Buffalo,53,1.0
Buffalo (Cheektowaga),9,1.0
Buffalo (Cheektowaga),14,2.0
Buffalo (Cheektowaga),25,3.0
Buffalo (Cheektowaga),26,3.5
Buffalo (Cheektowaga),27,1.0
Buffalo (Cheektowaga),34,3.0
Buffalo (Cheektowaga),40,1.0
Buffalo (Cheektowaga),46,2.0
Buffalo (Cheektowaga),50,3.0
Buford,1,2.0
Buford,2,2.0
Buford,5,3.0
Buford,14,2.0
Buford,20,2.0
Buford,23,1.0
Buford,34,1.5
Buford,41,1.0
Buford,44,2.0
Buford,46,2.5
Buford,48,4.0
Buford,51,1.0
Bunnell,2,2.0
Bunnell,12,2.0
Bunnell,13,2.0
Bunnell,14,2.0
Bunnell,15,2.0
Bunnell,16,1.0
Bunnell,22,3.0
Bunnell,24,1.0
Bunnell,25,1.0
Bunnell,28,1.0
Bunnell,29,1.0
Bunnell,30,6.0
Bunnell,32,1.0
Bunnell,33,1.0
Bunnell,37,1.5
Bunnell,38,1.5
Bunnell,47,1.0
Bunnell,50,2.0
Burbank,5,3.0
Burbank,10,1.0
Burbank,12,2.0
Burbank,14,2.0
Burbank,16,4.0
Burbank,17,1.0
Burbank,23,1.0
Burbank,26,1.5
Burbank,27,1.0
Burbank,31,2.0
Burbank,34,2.0
Burbank,43,2.0
Burbank,45,1.0
Burbank,48,1.0
Burbank,49,2.0
Burbank,50,3.0
Burbank,53,3.0
Burlington,1,1.5
Burlington,2,1.3333333333333333
Burlington,3,2.75
Burlington,4,2.3333333333333335
Burlington,5,1.2
Burlington,6,1.0
Burlington,7,1.6666666666666667
Burlington,8,1.5
Burlington,9,2.5
Burlington,12,2.0
Burlington,13,2.2857142857142856
Burlington,14,1.75
Burlington,15,2.0
Burlington,16,1.5
Burlington,17,1.0
Burlington,18,1.5714285714285714
Burlington,19,2.0
Burlington,20,2.0
Burlington,21,2.75
Burlington,22,1.5714285714285714
Burlington,23,1.4
Burlington,24,2.0
Burlington,25,1.5714285714285714
Burlington,26,2.3333333333333335
Burlington,27,2.0
Burlington,28,1.6
Burlington,29,1.6
Burlington,30,2.0
Burlington,31,1.4
Burlington,32,2.0
Burlington,33,1.6666666666666667
Burlington,34,1.3333333333333333
Burlington,35,1.6666666666666667
Burlington,36,1.6666666666666667
Burlington,37,2.5
Burlington,38,2.6666666666666665
Burlington,39,1.3333333333333333
Burlington,40,1.75
Burlington,41,1.25
Burlington,42,1.6
Burlington,43,2.1666666666666665
Burlington,44,2.0
Burlington,45,2.6666666666666665
Burlington,46,1.2
Burlington,47,2.5
Burlington,48,2.0
Burlington,49,1.5
Burlington,50,1.2
Burlington,51,1.7142857142857142
Burlington,52,2.4
Burnet,12,1.0
Burnet,15,2.0
Burnet,31,1.0
Burnet,35,3.0
Burnet,48,1.0
Burnet,49,1.0
Burnet,51,1.0
Burnet,52,1.0
Burnsville,5,2.0
Burnsville,11,1.0
Burnsville,19,3.0
Burnsville,23,3.0
Burnsville,39,1.0
Burnsville,43,2.0
Burnsville,45,3.0
Burnsville,50,1.0
Butler,9,1.0
Butler,11,1.0
Butler,13,1.0
Butler,14,1.0
Butler,16,3.0
Butler,20,1.0
Butler,23,2.0
Butler,26,1.0
Butler,27,1.0
Butler,32,2.0
Butler,39,1.0
Butler,43,1.0
Butler,48,3.0
Butler,50,1.0
Butler,52,1.0
Butte,1,1.0
Butte,5,1.0
Butte,7,1.0
Butte,9,1.0
Butte,11,2.0
Butte,12,1.0
Butte,14,1.0
Butte,15,1.0
Butte,17,1.0
Butte,18,1.5
Butte,20,1.3333333333333333
Butte,22,1.3333333333333333
Butte,23,1.0
Butte,24,1.5
Butte,26,1.0
Butte,29,3.0
Butte,30,2.5
Butte,31,1.25
Butte,33,2.0
Butte,34,2.0
Butte,35,2.0
Butte,37,2.0
Butte,38,1.0
Butte,40,1.0
Butte,43,1.5
Butte,44,1.0
Butte,45,1.0
Butte,49,1.0
Butte,50,2.0
Byron,6,2.0
Byron,10,1.0
Byron,11,1.0
Byron,12,3.0
Byron,23,2.0
Byron,27,3.0
Byron,28,2.0
Byron,31,1.0
Byron,37,1.0
Byron,44,3.0
Byron,47,2.0
Byron,50,3.0
Cairo,1,2.0
Cairo,20,3.0
Cairo,21,2.0
Cairo,23,1.0
Cairo,25,2.0
Cairo,29,2.0
Cairo,32,1.0
Cairo,36,3.0
Cairo,37,2.0
Cairo,51,1.0
Caldwell,1,2.0
Caldwell,3,2.0
Caldwell,8,2.0
Caldwell,10,1.0
Caldwell,11,1.6666666666666667
Caldwell,13,3.0
Caldwell,16,1.5
Caldwell,17,2.0
Caldwell,24,1.0
Caldwell,25,4.0
Caldwell,27,5.0
Caldwell,28,2.0
Caldwell,31,2.0
Caldwell,43,1.0
Caldwell,45,1.6666666666666667
Caldwell,46,3.0
Caldwell,48,1.0
Caldwell,49,1.0
Caldwell,52,2.0
Caledonia,11,2.0
Caledonia,20,1.0
Caledonia,27,1.0
Caledonia,33,1.0
Caledonia,47,2.0
Caledonia,49,1.0
Caledonia,51,1.0
Caledonia,53,1.0
Calhoun,5,2.0
Calhoun,6,3.0
Calhoun,14,1.0
Calhoun,19,1.0
Calhoun,23,1.0
Calhoun,28,3.0
Calhoun,33,2.0
Calhoun,39,1.0
Calhoun,50,5.0
Calhoun (county),5,1.0
Calhoun (county),10,1.0
Calhoun (county),24,2.0
Calhoun (county),28,2.0
Calhoun (county),32,1.0
Calhoun (county),40,1.0
Calhoun (county),46,1.0
Calhoun (county),48,5.0
Calumet City,7,1.0
Calumet City,9,1.0
Calumet City,14,1.0
Calumet City,21,1.0
Calumet City,23,1.0
Calumet City,27,1.0
Calumet City,29,1.0
Calumet City,30,3.0
Calumet City,32,3.0
Calumet City,33,2.0
Calumet City,37,4.0
Calumet City,38,2.0
Calumet City,42,2.0
Calumet City,44,1.0
Calumet City,51,3.6666666666666665
Calumet City,53,2.0
Camarillo,11,1.0
Camarillo,14,1.0
Camarillo,17,2.0
Camarillo,29,1.0
Camarillo,40,1.0
Camarillo,42,2.0
Camarillo,46,2.0
Camarillo,51,1.0
Cambridge,1,1.0
Cambridge,2,1.0
Cambridge,5,2.0
Cambridge,7,2.0
Cambridge,10,2.0
Cambridge,12,1.5
Cambridge,14,2.0
Cambridge,15,2.5
Cambridge,16,2.0
Cambridge,17,2.0
Cambridge,19,3.0
Cambridge,23,3.0
Cambridge,25,1.0
Cambridge,27,1.0
Cambridge,30,2.0
Cambridge,33,2.0
Cambridge,34,3.0
Cambridge,35,1.0
Cambridge,36,3.0
Cambridge,37,1.0
Cambridge,38,1.5
Cambridge,40,3.0
Cambridge,41,1.0
Cambridge,42,1.0
Cambridge,43,2.0
Cambridge,44,1.0
Cambridge,46,2.0
Cambridge,47,1.0
Cambridge,49,1.0
Cambridge,51,1.0
Cambridge,52,1.0
Camden,1,1.6
Camden,2,1.75
Camden,3,1.0
Camden,4,1.4285714285714286
Camden,5,1.0
Camden,6,1.6666666666666667
Camden,7,1.0
Camden,8,3.0
Camden,9,2.0
Camden,10,3.5
Camden,12,1.4
Camden,13,1.6666666666666667
Camden,14,1.8
Camden,15,1.6
Camden,16,1.0
Camden,17,1.0
Camden,18,1.3333333333333333
Camden,19,1.0
Camden,20,1.8571428571428572
Camden,21,1.5714285714285714
Camden,22,1.3333333333333333
Camden,23,1.25
Camden,24,1.7777777777777777
Camden,25,2.0
Camden,26,1.75
Camden,27,1.2
Camden,28,1.2
Camden,29,1.6666666666666667
Camden,30,1.5
Camden,31,2.6666666666666665
Camden,32,1.5
Camden,33,1.6
Camden,34,2.1666666666666665
Camden,35,1.6666666666666667
Camden,36,1.8333333333333333
Camden,37,1.4285714285714286
Camden,38,1.3333333333333333
Camden,39,1.6
Camden,40,1.0
Camden,41,1.0
Camden,42,1.5
Camden,43,1.0
Camden,44,1.3333333333333333
Camden,45,1.6666666666666667
Camden,46,1.6
Camden,47,1.25
Camden,48,1.6
Camden,49,1.25
Camden,50,2.0
Camden,51,1.6666666666666667
Camden,52,1.0
Cameron,9,2.0
Cameron,11,2.0
Cameron,13,4.0
Cameron,15,1.0
Cameron,18,2.0
Cameron,31,9.0
Cameron,33,2.0
Cameron,37,2.0
Cameron,39,2.5
Cameron,46,2.0
Cameron,48,1.0
Cameron,52,2.0
Campbellsville,2,1.0
Campbellsville,3,1.0
Campbellsville,10,2.0
Campbellsville,14,2.0
Campbellsville,15,1.0
Campbellsville,17,3.0
Campbellsville,20,2.0
Campbellsville,21,2.0
Campbellsville,25,2.0
Campbellsville,28,2.0
Campbellsville,31,2.0
Campbellsville,37,2.0
Campbellsville,41,1.0
Campbellsville,42,1.0
Canandaigua,3,1.0
Canandaigua,11,1.0
Canandaigua,19,1.0
Canandaigua,23,1.0
Canandaigua,24,1.0
Canandaigua,25,1.0
Canandaigua,32,2.0
Canandaigua,40,1.0
Canandaigua,49,1.0
Canon City,1,3.0
Canon City,7,1.0
Canon City,10,1.0
Canon City,14,1.0
Canon City,16,2.0
Canon City,21,4.0
Canon City,24,2.0
Canon City,25,1.0
Canon City,26,4.0
Canon City,27,1.0
Canon City,31,1.0
Canon City,32,2.0
Canon City,44,1.0
Canon City,47,1.0
Canon City,49,1.5
Canon City,50,2.0
Canton,1,1.5
Canton,3,1.5
Canton,5,1.0
Canton,6,1.3333333333333333
Canton,7,2.6666666666666665
Canton,8,1.6666666666666667
Canton,9,1.0
Canton,10,1.0
Canton,11,1.0
Canton,12,1.75
Canton,13,3.0
Canton,14,2.3333333333333335
Canton,15,1.8
Canton,16,1.8
Canton,17,1.4
Canton,18,1.5
Canton,19,1.3333333333333333
Canton,20,2.0
Canton,21,1.6666666666666667
Canton,22,1.6
Canton,23,1.2857142857142858
Canton,24,2.3333333333333335
Canton,25,2.6666666666666665
Canton,26,2.0
Canton,27,2.2222222222222223
Canton,28,1.5
Canton,29,3.3333333333333335
Canton,30,1.8
Canton,31,2.0
Canton,32,3.0
Canton,33,1.4
Canton,34,2.0
Canton,35,1.6666666666666667
Canton,36,1.3333333333333333
Canton,37,1.5
Canton,38,1.0
Canton,39,2.4
Canton,40,2.0
Canton,41,1.0
Canton,42,1.75
Canton,43,2.3333333333333335
Canton,44,2.0
Canton,45,1.0
Canton,46,2.0
Canton,47,1.0
Canton,48,1.4
Canton,49,7.0
Canton,50,1.25
Canton,51,1.6
Canton,52,2.0
Cape Coral,1,1.0
Cape Coral,4,2.0
Cape Coral,5,3.0
Cape Coral,6,1.5
Cape Coral,9,2.0
Cape Coral,11,2.3333333333333335
Cape Coral,12,2.0
Cape Coral,14,2.0
Cape Coral,15,3.0
Cape Coral,16,1.0
Cape Coral,17,1.0
Cape Coral,18,3.5
Cape Coral,19,1.0
Cape Coral,20,2.5
Cape Coral,21,2.5
Cape Coral,22,3.3333333333333335
Cape Coral,23,2.0
Cape Coral,24,2.0
Cape Coral,26,3.0
Cape Coral,27,1.0
Cape Coral,28,1.0
Cape Coral,32,1.25
Cape Coral,33,2.0
Cape Coral,34,5.0
Cape Coral,35,2.0
Cape Coral,37,1.0
Cape Coral,39,4.0
Cape Coral,40,1.0
Cape Coral,41,1.0
Cape Coral,42,2.5
Cape Coral,43,2.0
Cape Coral,46,1.0
Cape Coral,47,2.0
Cape Coral,49,1.5
Cape Coral,50,1.6666666666666667
Cape Coral,51,1.0
Cape Coral,52,2.0
Cape Girardeau,2,2.3333333333333335
Cape Girardeau,3,3.0
Cape Girardeau,4,2.0
Cape Girardeau,6,2.0
Cape Girardeau,7,1.0
Cape Girardeau,8,2.0
Cape Girardeau,9,2.0
Cape Girardeau,11,1.6666666666666667
Cape Girardeau,12,1.5
Cape Girardeau,13,2.0
Cape Girardeau,14,1.75
Cape Girardeau,15,3.0
Cape Girardeau,16,2.0
Cape Girardeau,19,1.5
Cape Girardeau,20,2.0
Cape Girardeau,21,1.0
Cape Girardeau,22,1.0
Cape Girardeau,23,1.5
Cape Girardeau,24,3.0
Cape Girardeau,25,1.0
Cape Girardeau,26,2.3333333333333335
Cape Girardeau,31,1.6666666666666667
Cape Girardeau,33,3.0
Cape Girardeau,34,2.3333333333333335
Cape Girardeau,36,3.0
Cape Girardeau,39,2.3333333333333335
Cape Girardeau,40,2.0
Cape Girardeau,41,2.0
Cape Girardeau,42,2.0
Cape Girardeau,43,2.0
Cape Girardeau,45,1.3333333333333333
Cape Girardeau,46,2.0
Cape Girardeau,47,1.0
Cape Girardeau,48,2.0
Cape Girardeau,49,1.0
Cape Girardeau,50,2.0
Cape Girardeau,51,1.0
Capitol Heights,4,1.0
Capitol Heights,10,2.0
Capitol Heights,13,1.0
Capitol Heights,14,1.0
Capitol Heights,20,5.0
Capitol Heights,22,2.0
Capitol Heights,24,1.0
Capitol Heights,28,2.0
Capitol Heights,29,2.0
Capitol Heights,30,2.0
Capitol Heights,33,2.0
Capitol Heights,41,1.0
Capitol Heights,43,8.0
Capitol Heights,44,1.0
Capitol Heights,48,1.0
Capitol Heights,51,2.0
Capitol Heights,52,1.5
Carbondale,1,1.0
Carbondale,3,1.0
Carbondale,4,1.5
Carbondale,5,1.75
Carbondale,7,2.0
Carbondale,8,1.0
Carbondale,10,2.0
Carbondale,12,6.0
Carbondale,13,2.0
Carbondale,14,1.0
Carbondale,17,2.0
Carbondale,19,2.0
Carbondale,20,1.3333333333333333
Carbondale,23,2.0
Carbondale,27,2.0
Carbondale,28,2.0
Carbondale,29,1.0
Carbondale,30,3.0
Carbondale,33,2.0
Carbondale,36,2.3333333333333335
Carbondale,37,2.0
Carbondale,39,1.0
Carbondale,40,2.0
Carbondale,41,1.0
Carbondale,42,2.0
Carbondale,43,1.5
Carbondale,45,1.0
Carbondale,50,2.0
Carbondale,52,1.0
Carlisle,2,1.0
Carlisle,3,1.0
Carlisle,7,2.0
Carlisle,13,1.0
Carlisle,14,1.0
Carlisle,16,1.3333333333333333
Carlisle,22,1.6
Carlisle,23,2.5
Carlisle,26,1.0
Carlisle,27,1.5
Carlisle,29,1.0
Carlisle,30,1.0
Carlisle,32,1.8
Carlisle,35,1.0
Carlisle,38,1.0
Carlisle,40,3.0
Carlisle,42,2.0
Carlisle,43,1.0
Carlisle,45,2.0
Carlisle,47,1.0
Carlisle,49,2.0
Carlsbad,4,3.0
Carlsbad,5,1.0
Carlsbad,6,1.0
Carlsbad,7,3.0
Carlsbad,8,1.0
Carlsbad,9,2.0
Carlsbad,10,1.0
Carlsbad,14,1.0
Carlsbad,16,3.0
Carlsbad,18,2.0
Carlsbad,19,3.0
Carlsbad,20,2.5
Carlsbad,24,1.0
Carlsbad,25,1.0
Carlsbad,27,1.0
Carlsbad,31,1.0
Carlsbad,33,3.0
Carlsbad,35,3.5
Carlsbad,40,3.0
Carlsbad,42,2.0
Carlsbad,43,6.0
Carlsbad,47,3.0
Carlsbad,49,1.5
Carlsbad,52,2.0
Carrollton,3,2.0
Carrollton,9,2.0
Carrollton,11,1.0
Carrollton,12,2.0
Carrollton,15,3.0
Carrollton,17,1.0
Carrollton,22,2.0
Carrollton,24,2.0
Carrollton,27,2.0
Carrollton,28,2.0
Carrollton,33,2.0
Carrollton,34,3.5
Carrollton,40,2.0
Carrollton,41,1.0
Carrollton,43,1.0
Carson,3,1.0
Carson,7,2.0
Carson,8,2.0
Carson,9,1.0
Carson,15,1.0
Carson,19,3.0
Carson,20,2.0
Carson,23,1.0
Carson,26,1.0
Carson,27,2.0
Carson,42,1.0
Carson,43,4.0
Carson,53,1.0
Carson City,2,6.0
Carson City,3,2.0
Carson City,5,1.0
Carson City,12,1.5
Carson City,16,1.0
Carson City,20,2.0
Carson City,21,3.0
Carson City,23,1.0
Carson City,33,1.5
Carson City,35,1.5
Carson City,39,2.0
Carson City,43,1.0
Carson City,44,1.5
Cartersville,7,2.0
Cartersville,9,1.0
Cartersville,12,2.0
Cartersville,15,5.0
Cartersville,17,1.0
Cartersville,21,2.0
Cartersville,24,1.0
Cartersville,26,1.0
Cartersville,34,1.0
Cartersville,41,2.0
Cartersville,42,1.0
Cartersville,52,3.0
Carthage,1,2.0
Carthage,2,1.6666666666666667
Carthage,3,2.0
Carthage,7,2.0
Carthage,10,2.0
Carthage,12,1.0
Carthage,14,3.0
Carthage,19,1.0
Carthage,20,2.0
Carthage,24,2.0
Carthage,25,1.0
Carthage,26,1.0
Carthage,29,3.0
Carthage,33,2.0
Carthage,36,1.0
Carthage,37,2.0
Carthage,38,1.0
Carthage,39,1.0
Carthage,41,2.0
Carthage,46,1.0
Carthage,49,3.0
Carthage,51,1.0
Carthage,52,1.5
Cary,1,1.0
Cary,5,2.0
Cary,7,2.0
Cary,11,1.5
Cary,19,2.0
Cary,21,1.0
Cary,27,1.0
Cary,34,2.0
Cary,38,5.0
Cary,42,1.0
Cary,49,2.0
Casa Grande,20,1.0
Casa Grande,21,2.0
Casa Grande,22,1.0
Casa Grande,25,1.0
Casa Grande,37,2.0
Casa Grande,38,1.0
Casa Grande,39,2.0
Casa Grande,40,6.0
Casa Grande,41,2.0
Casa Grande,46,1.0
Casa Grande,48,2.0
Casa Grande,50,2.0
Caseyville,8,1.0
Caseyville,14,2.0
Caseyville,23,2.0
Caseyville,34,1.0
Caseyville,38,1.0
Caseyville,40,1.0
Caseyville,41,2.0
Caseyville,43,3.0
Caseyville,46,1.0
Casper,1,2.0
Casper,5,1.0
Casper,6,1.5
Casper,7,1.5
Casper,8,2.0
Casper,9,1.0
Casper,12,3.0
Casper,13,2.0
Casper,15,1.5
Casper,16,1.0
Casper,22,1.0
Casper,23,1.0
Casper,24,1.0
Casper,25,1.0
Casper,26,2.0
Casper,27,1.0
Casper,28,1.0
Casper,31,2.0
Casper,32,1.3333333333333333
Casper,33,1.0
Casper,34,2.0
Casper,36,2.0
Casper,38,1.5
Casper,39,2.0
Casper,40,3.0
Casper,41,2.0
Casper,42,2.0
Casper,45,1.0
Casper,46,1.0
Casper,49,2.0
Castroville,3,3.0
Castroville,12,2.0
Castroville,24,4.0
Castroville,26,1.0
Castroville,27,2.0
Castroville,29,2.0
Castroville,30,4.0
Castroville,36,1.5
Castroville,37,1.5
Castroville,38,1.0
Castroville,43,1.0
Castroville,44,1.0
Castroville,47,1.0
Castroville,51,1.3333333333333333
Castroville,53,1.0
Cathedral City,1,2.0
Cathedral City,4,1.0
Cathedral City,7,1.0
Cathedral City,9,4.0
Cathedral City,10,2.0
Cathedral City,12,1.0
Cathedral City,19,4.0
Cathedral City,21,2.0
Cathedral City,26,4.0
Cathedral City,30,5.0
Cathedral City,34,1.0
Cathedral City,35,2.0
Cathedral City,37,1.0
Cathedral City,39,2.0
Cathedral City,42,5.0
Cathedral City,43,1.0
Cathedral City,46,1.0
Cathedral City,49,3.0
Cathedral City,51,2.0
Catonsville,1,2.0
Catonsville,9,1.0
Catonsville,13,1.0
Catonsville,14,1.0
Catonsville,23,1.0
Catonsville,24,2.0
Catonsville,28,2.0
Catonsville,30,2.0
Catonsville,31,1.0
Catonsville,33,2.0
Catonsville,34,2.0
Catonsville,38,4.0
Catonsville,39,1.0
