year,state,congressional_district,party,totalvotes,republican_votes,democrat_votes
1976,ALABAMA,1,REPUBLICAN,157170,98257,58324
1976,ALABAMA,2,REPUBLICAN,156362,90069,65630
1976,ALABAMA,3,DEMOCRAT,108048,1102,106935
1976,ALABAMA,4,DEMOCRAT,176022,34187,141490
1976,ALABAMA,5,DEMOCRAT,113560,7,113553
1976,ALABAMA,6,REPUBLICAN,162518,92113,69701
1976,ALABAMA,7,DEMOCRAT,110501,5,110496
1976,ALASKA,0,REPUBLICAN,118208,83722,34141
1976,ARIZONA,1,REPUBLICAN,168119,96397,71005
1976,ARIZONA,2,DEMOCRAT,182128,75313,106054
1976,ARIZONA,3,DEMOCRAT,187165,97328,88854
1976,ARIZONA,4,REPUBLICAN,191590,93154,97452
1976,ARKANSAS,1,DEMOCRAT,168782,52039,116217
1976,ARKANSAS,2,DEMOCRAT,167607,22599,144780
1976,CALIFORNIA,1,DEMOCRAT,217016,55974,160477
1976,CALIFORNIA,2,REPUBLICAN,216563,121290,94320
1976,CALIFORNIA,3,DEMOCRAT,191854,51554,139779
1976,CALIFORNIA,4,DEMOCRAT,151037,74441,75844
1976,CALIFORNIA,5,DEMOCRAT,167754,63368,103746
1976,CALIFORNIA,6,DEMOCRAT,130916,43979,86493
1976,CALIFORNIA,7,DEMOCRAT,196816,49254,147064
1976,CALIFORNIA,8,DEMOCRAT,196954,73866,122342
1976,CALIFORNIA,9,DEMOCRAT,164391,47513,116398
1976,CALIFORNIA,10,DEMOCRAT,155443,43016,111992
1976,CALIFORNIA,11,DEMOCRAT,176194,67890,107618
1976,CALIFORNIA,12,REPUBLICAN,196857,130332,65860
1976,CALIFORNIA,13,DEMOCRAT,202611,66647,135291
1976,CALIFORNIA,14,DEMOCRAT,169959,46207,123285
1976,CALIFORNIA,15,DEMOCRAT,128435,35343,92735
1976,CALIFORNIA,16,DEMOCRAT,195705,90248,104545
1976,CALIFORNIA,17,DEMOCRAT,158168,53727,103898
1976,CALIFORNIA,18,REPUBLICAN,158341,101658,56116
1976,CALIFORNIA,19,REPUBLICAN,192923,124201,68035
1976,CALIFORNIA,20,REPUBLICAN,217351,146158,70481
1976,CALIFORNIA,21,DEMOCRAT,153109,50759,101837
1976,CALIFORNIA,22,REPUBLICAN,183312,114769,67858
1976,CALIFORNIA,23,DEMOCRAT,217053,85570,130619
1976,CALIFORNIA,24,DEMOCRAT,159774,50963,108296
1976,CALIFORNIA,25,DEMOCRAT,80625,22432,57966
1976,CALIFORNIA,26,REPUBLICAN,171712,112619,58502
1976,CALIFORNIA,27,REPUBLICAN,209611,114623,94038
1976,CALIFORNIA,28,DEMOCRAT,142915,28020,114612
1976,CALIFORNIA,29,DEMOCRAT,96602,13946,82515
1976,CALIFORNIA,30,DEMOCRAT,111270,28218,82767
1976,CALIFORNIA,31,DEMOCRAT,83155,0,83155
1976,CALIFORNIA,32,DEMOCRAT,127428,35040,92034
1976,CALIFORNIA,33,REPUBLICAN,173205,95398,77029
1976,CALIFORNIA,34,DEMOCRAT,199135,97166,100988
1976,CALIFORNIA,35,DEMOCRAT,164237,75997,87472
1976,CALIFORNIA,36,DEMOCRAT,147556,56159,90830
1976,CALIFORNIA,37,REPUBLICAN,188007,133634,53829
1976,CALIFORNIA,38,DEMOCRAT,162409,58501,103317
1976,CALIFORNIA,39,REPUBLICAN,209402,122657,85878
1976,CALIFORNIA,40,REPUBLICAN,250644,148512,101111
1976,CALIFORNIA,41,REPUBLICAN,223374,128784,93644
1976,CALIFORNIA,42,DEMOCRAT,135627,32239,103062
1976,CALIFORNIA,43,REPUBLICAN,267051,173576,92540
1976,COLORADO,1,DEMOCRAT,193610,89667,103037
1976,COLORADO,2,DEMOCRAT,240278,117749,121340
1976,COLORADO,3,DEMOCRAT,175232,85071,89302
1976,COLORADO,4,REPUBLICAN,221018,119458,100544
1976,COLORADO,5,REPUBLICAN,190851,126784,63426
1976,CONNECTICUT,1,DEMOCRAT,225076,95631,128479
1976,CONNECTICUT,2,DEMOCRAT,219308,75858,142684
1976,CONNECTICUT,3,DEMOCRAT,222643,100010,121623
1976,CONNECTICUT,4,REPUBLICAN,207058,126314,79937
1976,CONNECTICUT,5,REPUBLICAN,236087,157009,78287
1976,CONNECTICUT,6,DEMOCRAT,238300,102352,134914
1976,DELAWARE,0,REPUBLICAN,215085,110636,103405
1976,FLORIDA,5,REPUBLICAN,234631,138371,95297
1976,FLORIDA,6,REPUBLICAN,232218,151371,80039
1976,FLORIDA,7,DEMOCRAT,156338,53063,102739
1976,FLORIDA,8,DEMOCRAT,178154,74046,103360
1976,FLORIDA,9,REPUBLICAN,167139,130509,36264
1976,FLORIDA,10,REPUBLICAN,247686,164273,82579
1976,FLORIDA,11,DEMOCRAT,218437,19212,199031
1976,FLORIDA,12,REPUBLICAN,199076,107268,90890
1976,FLORIDA,13,DEMOCRAT,163179,35003,127822
1976,FLORIDA,14,DEMOCRAT,113439,30466,82665
1976,FLORIDA,15,DEMOCRAT,172233,50432,121292
1976,GEORGIA,1,DEMOCRAT,73888,61,73826
1976,GEORGIA,2,DEMOCRAT,96026,217,95807
1976,GEORGIA,3,DEMOCRAT,105004,11712,93174
1976,GEORGIA,4,DEMOCRAT,161412,50639,110261
1976,GEORGIA,5,DEMOCRAT,144063,47527,96056
1976,GEORGIA,6,DEMOCRAT,149944,71688,77532
1976,GEORGIA,7,DEMOCRAT,153554,68277,84587
1976,GEORGIA,8,DEMOCRAT,130186,39231,90559
1976,GEORGIA,9,DEMOCRAT,143357,29811,113245
1976,GEORGIA,10,DEMOCRAT,94864,81,94782
1976,HAWAII,1,DEMOCRAT,137602,76776,60050
1976,HAWAII,2,DEMOCRAT,156099,31663,124116
1976,IDAHO,1,REPUBLICAN,175495,95833,78865
1976,IDAHO,2,REPUBLICAN,166412,84175,81415
1976,ILLINOIS,1,DEMOCRAT,137193,10455,126632
1976,ILLINOIS,2,DEMOCRAT,150335,22808,127297
1976,ILLINOIS,3,DEMOCRAT,196365,79966,115591
1976,ILLINOIS,4,REPUBLICAN,189772,124847,64276
1976,ILLINOIS,5,DEMOCRAT,155092,35398,119336
1976,ILLINOIS,6,REPUBLICAN,176027,106667,68666
1976,ILLINOIS,7,DEMOCRAT,104094,15696,88239
1976,ILLINOIS,8,DEMOCRAT,131107,25257,105595
1976,ILLINOIS,9,DEMOCRAT,168983,46597,121915
1976,ILLINOIS,10,DEMOCRAT,213414,105544,106804
1976,ILLINOIS,11,DEMOCRAT,201440,65028,135755
1976,ILLINOIS,12,REPUBLICAN,208553,151899,56087
1976,ILLINOIS,13,REPUBLICAN,164266,109726,53995
1976,ILLINOIS,14,REPUBLICAN,236588,176076,59907
1976,ILLINOIS,15,REPUBLICAN,190231,102555,86799
1976,ILLINOIS,16,REPUBLICAN,168328,114324,53464
1976,ILLINOIS,17,REPUBLICAN,194365,113145,80408
1976,ILLINOIS,18,REPUBLICAN,187130,108028,78311
1976,ILLINOIS,19,REPUBLICAN,193539,132571,60358
1976,ILLINOIS,20,REPUBLICAN,215857,137223,77848
1976,ILLINOIS,21,REPUBLICAN,184035,137037,46528
1976,ILLINOIS,22,DEMOCRAT,210289,80291,129187
1976,ILLINOIS,23,DEMOCRAT,162938,34477,128113
1976,ILLINOIS,24,DEMOCRAT,226110,73028,152344
1976,INDIANA,1,DEMOCRAT,169911,48268,121155
1976,INDIANA,2,DEMOCRAT,214845,96256,117617
1976,INDIANA,3,DEMOCRAT,178871,76323,101777
1976,INDIANA,4,REPUBLICAN,198183,107762,89517
1976,INDIANA,5,REPUBLICAN,206001,127194,78019
1976,INDIANA,6,DEMOCRAT,192627,85985,105773
1976,INDIANA,7,REPUBLICAN,207360,130005,76581
1976,INDIANA,8,DEMOCRAT,216026,105943,109013
1976,INDIANA,9,DEMOCRAT,136056,0,136056
1976,INDIANA,10,DEMOCRAT,191449,76121,114559
1976,INDIANA,11,DEMOCRAT,191859,75204,115895
1976,IOWA,1,REPUBLICAN,211204,109694,100495
1976,IOWA,2,DEMOCRAT,204550,100554,102980
1976,IOWA,3,REPUBLICAN,208938,117957,90071
1976,IOWA,4,DEMOCRAT,210356,64363,145343
1976,IOWA,5,DEMOCRAT,209052,72717,135600
1976,IOWA,6,DEMOCRAT,198002,63850,133507
1976,KANSAS,1,REPUBLICAN,194772,142311,51936
1976,KANSAS,2,DEMOCRAT,174861,85354,88645
1976,KANSAS,3,REPUBLICAN,179865,123578,55724
1976,KANSAS,4,DEMOCRAT,179168,88210,90067
1976,KANSAS,5,REPUBLICAN,180625,109573,70341
1976,KENTUCKY,1,DEMOCRAT,144985,25838,118886
1976,KENTUCKY,2,DEMOCRAT,130920,51385,79016
1976,KENTUCKY,3,DEMOCRAT,140744,59646,80496
1976,KENTUCKY,4,REPUBLICAN,174502,97493,76239
1976,KENTUCKY,5,REPUBLICAN,150473,100204,49766
1976,KENTUCKY,6,DEMOCRAT,96493,5740,90695
1976,KENTUCKY,7,DEMOCRAT,150831,39977,110450
1976,LOUISIANA,1,DEMOCRAT,130558,68217,61652
1976,LOUISIANA,2,DEMOCRAT,92827,6835,85923
1976,LOUISIANA,3,REPUBLICAN,148863,109135,39331
1976,LOUISIANA,4,DEMOCRAT,76406,0,76406
1976,LOUISIANA,5,DEMOCRAT,159270,74818,83696
1976,LOUISIANA,6,REPUBLICAN,152992,99780,52680
1976,LOUISIANA,7,DEMOCRAT,140610,23180,117196
1976,LOUISIANA,8,DEMOCRAT,112811,6461,106285
1976,MAINE,1,REPUBLICAN,253628,145523,107024
1976,MAINE,2,REPUBLICAN,219547,169292,49752
1976,MARYLAND,1,REPUBLICAN,158912,85919,72263
1976,MARYLAND,2,DEMOCRAT,196303,56536,139196
1976,MARYLAND,3,DEMOCRAT,143461,36083,107014
1976,MARYLAND,4,REPUBLICAN,165013,95158,69156
1976,MARYLAND,5,DEMOCRAT,134893,56486,77836
1976,MARYLAND,6,DEMOCRAT,179004,51681,126801
1976,MARYLAND,7,DEMOCRAT,100633,5586,94991
1976,MARYLAND,8,REPUBLICAN,237652,111274,125114
1976,MASSACHUSETTS,1,REPUBLICAN,215870,137652,77436
1976,MASSACHUSETTS,2,DEMOCRAT,185755,50834,134408
1976,MASSACHUSETTS,3,DEMOCRAT,168568,48,168520
1976,MASSACHUSETTS,4,DEMOCRAT,209835,99561,109268
1976,MASSACHUSETTS,5,DEMOCRAT,214263,69346,144217
1976,MASSACHUSETTS,6,DEMOCRAT,221813,99248,121562
1976,MASSACHUSETTS,7,DEMOCRAT,210809,48196,162126
1976,MASSACHUSETTS,8,DEMOCRAT,178850,45262,133131
1976,MASSACHUSETTS,9,DEMOCRAT,149371,45015,103901
1976,MASSACHUSETTS,10,REPUBLICAN,176691,176604,86
1976,MASSACHUSETTS,11,DEMOCRAT,191055,58673,131789
1976,MASSACHUSETTS,12,DEMOCRAT,222504,85,222418
1976,MICHIGAN,1,DEMOCRAT,136582,10317,126161
1976,MICHIGAN,2,REPUBLICAN,191738,95397,95378
1976,MICHIGAN,3,REPUBLICAN,196158,99231,95958
1976,MICHIGAN,4,REPUBLICAN,179737,107881,71137
1976,MICHIGAN,5,REPUBLICAN,205438,109589,94891
1976,MICHIGAN,6,DEMOCRAT,206504,96619,108909
1976,MICHIGAN,7,DEMOCRAT,177582,52789,124260
1976,MICHIGAN,8,DEMOCRAT,186632,75740,110127
1976,MICHIGAN,9,REPUBLICAN,209701,146712,62359
1976,MICHIGAN,10,REPUBLICAN,210184,118726,90543
1976,MICHIGAN,11,REPUBLICAN,217115,118871,97262
1976,MICHIGAN,12,DEMOCRAT,180867,85191,94815
1976,MICHIGAN,13,DEMOCRAT,93687,10197,83387
1976,MICHIGAN,14,DEMOCRAT,161666,53621,107503
1976,MICHIGAN,15,DEMOCRAT,158550,40825,117313
1976,MICHIGAN,16,DEMOCRAT,160344,38275,121682
1976,MICHIGAN,17,DEMOCRAT,175573,62199,112746
1976,MICHIGAN,18,DEMOCRAT,186195,62451,123113
1976,MICHIGAN,19,REPUBLICAN,197645,131799,65188
1976,MINNESOTA,1,REPUBLICAN,231773,158177,72860
1976,MINNESOTA,2,REPUBLICAN,245810,148322,96513
1976,MINNESOTA,3,REPUBLICAN,225459,149013,75682
1976,MINNESOTA,4,DEMOCRAT,200599,66644,133282
1976,MINNESOTA,5,DEMOCRAT,195596,56809,138213
1976,MINNESOTA,6,DEMOCRAT,246708,98209,147507
1976,MINNESOTA,7,DEMOCRAT,241627,66872,174080
1976,MINNESOTA,8,DEMOCRAT,206755,0,206755
1976,MISSISSIPPI,1,DEMOCRAT,93687,0,93687
1976,MISSISSIPPI,2,DEMOCRAT,119173,43640,75092
1976,MISSISSIPPI,3,DEMOCRAT,137409,8238,129088
1976,MISSISSIPPI,4,REPUBLICAN,132991,101132,31540
1976,MISSISSIPPI,5,REPUBLICAN,153278,104554,48237
1976,MISSOURI,1,DEMOCRAT,133184,45415,87310
1976,MISSOURI,2,DEMOCRAT,218379,105743,111568
1976,MISSOURI,3,DEMOCRAT,180732,64967,115109
1976,MISSOURI,4,DEMOCRAT,207560,90689,115955
1976,MISSOURI,5,DEMOCRAT,148302,46952,100876
1976,MISSOURI,6,REPUBLICAN,206661,120969,84835
1976,MISSOURI,7,REPUBLICAN,215504,133656,81030
1976,MISSOURI,8,DEMOCRAT,196647,63618,132386
1976,MISSOURI,9,DEMOCRAT,215141,93868,120325
1976,MISSOURI,10,DEMOCRAT,182699,50514,131675
1976,MONTANA,1,DEMOCRAT,167784,55734,111487
1976,MONTANA,2,REPUBLICAN,153121,84149,68282
1976,NEBRASKA,1,REPUBLICAN,200268,146558,53173
1976,NEBRASKA,2,DEMOCRAT,194775,87594,106296
1976,NEBRASKA,3,REPUBLICAN,206765,150720,55485
1976,NEVADA,0,DEMOCRAT,199863,45408,153996
1976,NEW HAMPSHIRE,1,DEMOCRAT,158242,49932,107806
1976,NEW HAMPSHIRE,2,REPUBLICAN,166703,100911,65134
1976,NEW JERSEY,1,DEMOCRAT,194898,57691,136624
1976,NEW JERSEY,2,DEMOCRAT,229668,87036,141753
1976,NEW JERSEY,3,DEMOCRAT,204739,76799,127164
1976,NEW JERSEY,4,DEMOCRAT,170868,57011,113281
1976,NEW JERSEY,5,REPUBLICAN,206106,137803,67620
1976,NEW JERSEY,6,REPUBLICAN,214304,125920,87500
1976,NEW JERSEY,7,DEMOCRAT,213150,91698,120526
1976,NEW JERSEY,8,DEMOCRAT,154196,44901,108841
1976,NEW JERSEY,9,REPUBLICAN,202344,107454,93941
1976,NEW JERSEY,10,DEMOCRAT,106775,18345,88245
1976,NEW JERSEY,11,DEMOCRAT,190808,61164,129026
1976,NEW JERSEY,12,REPUBLICAN,187282,136973,49806
1976,NEW JERSEY,13,DEMOCRAT,209051,102722,105291
1976,NEW JERSEY,14,DEMOCRAT,146768,72858,73174
1976,NEW JERSEY,15,DEMOCRAT,179836,72929,106170
1976,NEW MEXICO,1,REPUBLICAN,225546,162587,62329
1976,NEW MEXICO,2,DEMOCRAT,175694,51610,123563
1976,NEW YORK,1,DEMOCRAT,207468,76912,129779
1976,NEW YORK,2,DEMOCRAT,159902,69033,90172
1976,NEW YORK,3,DEMOCRAT,181439,86302,94265
1976,NEW YORK,4,REPUBLICAN,190029,91304,97738
1976,NEW YORK,5,REPUBLICAN,198234,98337,98898
1976,NEW YORK,6,DEMOCRAT,181947,76797,104374
1976,NEW YORK,7,DEMOCRAT,113373,30953,82107
1976,NEW YORK,8,DEMOCRAT,137861,38518,98954
1976,NEW YORK,9,DEMOCRAT,115195,61159,53418
1976,NEW YORK,10,DEMOCRAT,115962,46474,69019
1976,NEW YORK,11,DEMOCRAT,114458,29391,84770
1976,NEW YORK,12,DEMOCRAT,49632,8252,41297
1976,NEW YORK,13,DEMOCRAT,132224,29266,102662
1976,NEW YORK,14,DEMOCRAT,65591,13520,51934
1976,NEW YORK,15,DEMOCRAT,109487,49636,59350
1976,NEW YORK,16,DEMOCRAT,113418,26162,86992
1976,NEW YORK,17,DEMOCRAT,135915,46321,89126
1976,NEW YORK,18,DEMOCRAT,149422,50103,98813
1976,NEW YORK,19,DEMOCRAT,94481,16466,77849
1976,NEW YORK,20,DEMOCRAT,110490,27709,82501
1976,NEW YORK,21,DEMOCRAT,41883,4652,37184
1976,NEW YORK,22,DEMOCRAT,106592,20009,86381
1976,NEW YORK,23,REPUBLICAN,173430,78601,93881
1976,NEW YORK,24,DEMOCRAT,183012,82418,99761
1976,NEW YORK,25,REPUBLICAN,197605,122958,73901
1976,NEW YORK,26,REPUBLICAN,183981,120049,63293
1976,NEW YORK,27,DEMOCRAT,190674,68222,121763
1976,NEW YORK,28,DEMOCRAT,215162,44677,170034
1976,NEW YORK,29,REPUBLICAN,214222,96476,116569
1976,NEW YORK,30,REPUBLICAN,171515,89493,81202
1976,NEW YORK,31,REPUBLICAN,185175,115464,69014
1976,NEW YORK,32,DEMOCRAT,185140,82884,101419
1976,NEW YORK,33,REPUBLICAN,182755,125163,57016
1976,NEW YORK,34,REPUBLICAN,192196,126566,64974
1976,NEW YORK,35,REPUBLICAN,187915,120738,66505
1976,NEW YORK,36,DEMOCRAT,184947,65520,118765
1976,NEW YORK,37,DEMOCRAT,127951,32024,95604
1976,NEW YORK,38,REPUBLICAN,212009,151610,59795
1976,NEW YORK,39,DEMOCRAT,178004,67338,109986
1976,NORTH CAROLINA,1,DEMOCRAT,129956,31032,98611
1976,NORTH CAROLINA,2,DEMOCRAT,113368,0,113368
1976,NORTH CAROLINA,3,DEMOCRAT,112282,34738,77193
1976,NORTH CAROLINA,4,DEMOCRAT,152082,59318,92165
1976,NORTH CAROLINA,5,DEMOCRAT,182164,82541,98789
1976,NORTH CAROLINA,6,DEMOCRAT,107811,3920,103851
1976,NORTH CAROLINA,7,DEMOCRAT,117418,21735,95463
1976,NORTH CAROLINA,8,DEMOCRAT,151081,51267,99296
1976,NORTH CAROLINA,9,REPUBLICAN,153788,82297,70776
1976,NORTH CAROLINA,10,REPUBLICAN,167072,99882,66518
1976,NORTH CAROLINA,11,DEMOCRAT,184405,89643,93857
1976,NORTH DAKOTA,0,REPUBLICAN,289881,181018,107774
1976,OHIO,1,REPUBLICAN,169516,109789,59130
1976,OHIO,2,DEMOCRAT,171637,82624,88178
1976,OHIO,3,REPUBLICAN,145374,100871,44058
1976,OHIO,4,REPUBLICAN,172957,121173,51266
1976,OHIO,5,REPUBLICAN,185214,124910,59701
1976,OHIO,6,REPUBLICAN,174131,107064,66396
1976,OHIO,7,REPUBLICAN,155782,101027,54207
1976,OHIO,8,REPUBLICAN,161357,110775,50076
1976,OHIO,9,DEMOCRAT,167969,76160,91040
1976,OHIO,10,REPUBLICAN,184904,127147,57179
1976,OHIO,11,REPUBLICAN,168264,120716,47073
1976,OHIO,12,REPUBLICAN,195840,90987,103804
1976,OHIO,13,DEMOCRAT,163683,55066,108061
1976,OHIO,14,DEMOCRAT,164188,42111,121652
1976,OHIO,15,REPUBLICAN,167371,109630,57164
1976,OHIO,16,REPUBLICAN,174091,116374,57140
1976,OHIO,17,REPUBLICAN,167042,94874,71446
1976,OHIO,18,DEMOCRAT,185834,68244,116901
1976,OHIO,19,DEMOCRAT,179895,88614,90386
1976,OHIO,20,DEMOCRAT,121976,22959,98785
1976,OHIO,21,DEMOCRAT,109626,17546,91903
1976,OHIO,22,DEMOCRAT,176723,47706,128535
1976,OHIO,23,DEMOCRAT,178380,47326,130576
1976,OKLAHOMA,1,DEMOCRAT,187044,85238,100945
1976,OKLAHOMA,2,DEMOCRAT,189743,86468,102402
1976,OKLAHOMA,3,DEMOCRAT,184565,32961,151271
1976,OKLAHOMA,4,DEMOCRAT,155357,38543,116425
1976,OKLAHOMA,5,REPUBLICAN,157764,78651,78322
1976,OKLAHOMA,6,DEMOCRAT,193451,55393,137498
1976,OREGON,1,DEMOCRAT,264000,108064,154844
1976,OREGON,2,DEMOCRAT,240761,66774,173313
1976,OREGON,3,DEMOCRAT,177051,28263,148503
1976,OREGON,4,DEMOCRAT,244852,121153,122475
1976,PENNSYLVANIA,1,DEMOCRAT,159205,41697,117087
1976,PENNSYLVANIA,2,DEMOCRAT,149369,39119,109855
1976,PENNSYLVANIA,3,DEMOCRAT,134818,35829,98627
1976,PENNSYLVANIA,4,DEMOCRAT,214590,69003,144890
1976,PENNSYLVANIA,5,REPUBLICAN,200981,119682,80486
1976,PENNSYLVANIA,6,DEMOCRAT,180998,46900,133624
1976,PENNSYLVANIA,7,DEMOCRAT,202351,91986,109436
1976,PENNSYLVANIA,8,DEMOCRAT,189623,94810,93855
1976,PENNSYLVANIA,9,REPUBLICAN,154359,154359,0
1976,PENNSYLVANIA,10,REPUBLICAN,200143,125218,74176
1976,PENNSYLVANIA,11,DEMOCRAT,183796,53085,130175
1976,PENNSYLVANIA,12,DEMOCRAT,180993,57904,122504
1976,PENNSYLVANIA,13,REPUBLICAN,206140,130705,74681
1976,PENNSYLVANIA,14,DEMOCRAT,159644,44720,114472
1976,PENNSYLVANIA,15,DEMOCRAT,166890,57466,108844
1976,PENNSYLVANIA,16,REPUBLICAN,156455,97527,58339
1976,PENNSYLVANIA,17,DEMOCRAT,169864,82869,86158
1976,PENNSYLVANIA,18,DEMOCRAT,191381,76818,113787
1976,PENNSYLVANIA,19,REPUBLICAN,175784,124098,51169
1976,PENNSYLVANIA,20,DEMOCRAT,180055,44643,134961
1976,PENNSYLVANIA,21,DEMOCRAT,166923,67085,99160
1976,PENNSYLVANIA,22,DEMOCRAT,175416,77596,97036
1976,PENNSYLVANIA,23,DEMOCRAT,169462,72905,95821
1976,PENNSYLVANIA,24,REPUBLICAN,182526,101048,80663
1976,PENNSYLVANIA,25,REPUBLICAN,182489,103632,78068
1976,RHODE ISLAND,1,DEMOCRAT,187002,69625,116674
1976,RHODE ISLAND,2,DEMOCRAT,201912,46984,154453
1976,SOUTH CAROLINA,1,DEMOCRAT,130503,40206,89891
1976,SOUTH CAROLINA,2,REPUBLICAN,144995,83426,60953
1976,SOUTH CAROLINA,3,DEMOCRAT,117855,114,117740
1976,SOUTH CAROLINA,4,DEMOCRAT,124765,32714,91721
1976,SOUTH CAROLINA,5,DEMOCRAT,128510,61813,66073
1976,SOUTH CAROLINA,6,DEMOCRAT,136896,60370,75916
1976,SOUTH DAKOTA,1,REPUBLICAN,152402,121587,30507
1976,SOUTH DAKOTA,2,REPUBLICAN,142569,99601,42538
1976,TENNESSEE,1,REPUBLICAN,168734,97781,70243
1976,TENNESSEE,2,REPUBLICAN,186707,117256,68756
1976,TENNESSEE,3,DEMOCRAT,183569,59100,123872
1976,TENNESSEE,4,DEMOCRAT,122723,7258,115392
1976,TENNESSEE,5,DEMOCRAT,136151,10218,125830
1976,TENNESSEE,6,REPUBLICAN,181375,116905,63825
1976,TENNESSEE,7,DEMOCRAT,105699,15,105684
1976,TENNESSEE,8,DEMOCRAT,165954,64618,100683
1976,TEXAS,1,DEMOCRAT,161718,26071,135384
1976,TEXAS,2,DEMOCRAT,140902,6922,133910
1976,TEXAS,3,REPUBLICAN,231413,171343,59469
1976,TEXAS,4,DEMOCRAT,168035,62015,105394
1976,TEXAS,5,DEMOCRAT,125768,57318,67871
1976,TEXAS,6,DEMOCRAT,180534,60894,119025
1976,TEXAS,7,REPUBLICAN,193127,193127,0
1976,TEXAS,8,DEMOCRAT,139163,54211,84404
1976,TEXAS,9,DEMOCRAT,112945,0,112945
1976,TEXAS,10,DEMOCRAT,209165,47997,160683
1976,TEXAS,11,DEMOCRAT,160515,67689,92142
1976,TEXAS,12,DEMOCRAT,134259,32121,101814
1976,TEXAS,13,DEMOCRAT,171673,69176,101798
1976,TEXAS,14,DEMOCRAT,152377,58200,93589
1976,TEXAS,15,DEMOCRAT,138283,35092,102837
1976,TEXAS,16,DEMOCRAT,124375,51974,71876
1976,TEXAS,17,DEMOCRAT,127613,0,127613
1976,TEXAS,18,DEMOCRAT,109876,15764,93953
1976,TEXAS,19,DEMOCRAT,160899,72261,87908
1976,TEXAS,20,DEMOCRAT,90173,0,90173
1976,TEXAS,21,DEMOCRAT,210300,60296,149395
1976,TEXAS,22,DEMOCRAT,192802,95304,96535
1976,TEXAS,23,DEMOCRAT,96481,0,96481
1976,TEXAS,24,DEMOCRAT,130522,47301,82743
1976,UTAH,1,DEMOCRAT,267531,110781,155631
1976,UTAH,2,REPUBLICAN,276300,144861,130125
1976,VERMONT,0,REPUBLICAN,184783,124458,59722
1976,VIRGINIA,1,REPUBLICAN,147850,71789,75300
1976,VIRGINIA,2,REPUBLICAN,120847,79381,41051
1976,VIRGINIA,3,DEMOCRAT,146788,17545,129066
1976,VIRGINIA,4,REPUBLICAN,140480,74495,65325
1976,VIRGINIA,5,DEMOCRAT,101079,41,101038
1976,VIRGINIA,6,REPUBLICAN,145976,90830,54595
1976,VIRGINIA,7,REPUBLICAN,141482,115508,25714
1976,VIRGINIA,8,DEMOCRAT,161327,77301,83245
1976,VIRGINIA,9,REPUBLICAN,167504,96052,70737
1976,VIRGINIA,10,DEMOCRAT,189489,84942,103689
1976,WASHINGTON,1,REPUBLICAN,224561,161354,62575
1976,WASHINGTON,2,DEMOCRAT,217858,109425,107328
1976,WASHINGTON,3,DEMOCRAT,205072,59275,145198
1976,WASHINGTON,4,DEMOCRAT,199664,83457,115364
1976,WASHINGTON,5,DEMOCRAT,207571,86284,120415
1976,WASHINGTON,6,DEMOCRAT,187754,49292,137964
1976,WASHINGTON,7,DEMOCRAT,183122,48955,133673
1976,WEST VIRGINIA,1,DEMOCRAT,186189,77353,108055
1976,WEST VIRGINIA,2,DEMOCRAT,197635,51708,145405
1976,WEST VIRGINIA,3,DEMOCRAT,128086,0,128086
1976,WEST VIRGINIA,4,DEMOCRAT,161518,87013,73626
1976,WISCONSIN,1,DEMOCRAT,209807,72909,136162
1976,WISCONSIN,2,DEMOCRAT,236545,80573,155158
1976,WISCONSIN,3,DEMOCRAT,239311,99226,139083
1976,WISCONSIN,4,DEMOCRAT,172243,76,172166
1976,WISCONSIN,5,DEMOCRAT,173511,38190,134935
1976,WISCONSIN,6,REPUBLICAN,220271,139541,79923
1976,WISCONSIN,7,DEMOCRAT,233937,61945,171366
1976,WISCONSIN,8,DEMOCRAT,228106,110989,115996
1976,WISCONSIN,9,REPUBLICAN,248524,163791,83886
1976,WYOMING,0,DEMOCRAT,151868,65486,85721
1978,ALABAMA,1,REPUBLICAN,112161,71711,40046
1978,ALABAMA,2,REPUBLICAN,107265,57924,48848
1978,ALABAMA,3,DEMOCRAT,74897,2,74895
1978,ALABAMA,4,DEMOCRAT,87381,1,87380
1978,ALABAMA,5,DEMOCRAT,71236,2228,68985
1978,ALABAMA,6,REPUBLICAN,106471,65700,40363
1978,ALABAMA,7,DEMOCRAT,82868,5075,77742
1978,ALASKA,0,REPUBLICAN,124187,68811,54822
1978,ARIZONA,1,REPUBLICAN,114286,81108,32846
1978,ARIZONA,2,DEMOCRAT,129197,60706,67878
1978,ARIZONA,3,DEMOCRAT,131663,19615,111850
1978,ARIZONA,4,REPUBLICAN,143836,90768,52537
1978,ARKANSAS,2,REPUBLICAN,127425,65285,61519
1978,ARKANSAS,3,REPUBLICAN,165834,130086,35391
1978,CALIFORNIA,1,DEMOCRAT,210812,84833,125122
1978,CALIFORNIA,2,REPUBLICAN,220260,114451,104751
1978,CALIFORNIA,3,DEMOCRAT,197503,91046,105537
1978,CALIFORNIA,4,DEMOCRAT,158497,70026,87764
1978,CALIFORNIA,5,DEMOCRAT,158649,52077,106046
1978,CALIFORNIA,6,DEMOCRAT,119768,37587,81801
1978,CALIFORNIA,7,DEMOCRAT,172865,62557,109676
1978,CALIFORNIA,8,DEMOCRAT,165305,69776,94824
1978,CALIFORNIA,9,DEMOCRAT,134879,46233,88179
