year,state,congressional_district,party,totalvotes,republican_votes,democrat_votes
2014,MAINE,2,REPUBLICAN,295009,133320,160072
2014,MARYLAND,1,REPUBLICAN,250418,176342,73335
2014,MARYLAND,2,DEMOCRAT,196354,75183,120412
2014,MARYLAND,3,DEMOCRAT,215946,86478,128594
2014,MARYLAND,4,DEMOCRAT,191837,56637,134628
2014,MARYLAND,5,DEMOCRAT,226040,80502,144725
2014,MARYLAND,6,DEMOCRAT,190536,94874,94704
2014,MARYLAND,7,DEMOCRAT,206809,61548,144639
2014,MARYLAND,8,DEMOCRAT,225097,87491,136722
2014,MASSACHUSETTS,1,DEMOCRAT,227075,58868,167612
2014,MASSACHUSETTS,2,DEMOCRAT,235813,65511,169640
2014,MASSACHUSETTS,3,DEMOCRAT,230789,90768,139104
2014,MASSACHUSETTS,4,DEMOCRAT,255297,70428,184158
2014,MASSACHUSETTS,5,DEMOCRAT,256486,73642,182100
2014,MASSACHUSETTS,6,DEMOCRAT,278919,127988,149638
2014,MASSACHUSETTS,7,DEMOCRAT,176077,33605,142133
2014,MASSACHUSETTS,8,DEMOCRAT,261781,60526,200644
2014,MASSACHUSETTS,9,DEMOCRAT,264552,122898,140413
2014,MICHIGAN,1,REPUBLICAN,250131,130414,118520
2014,MICHIGAN,2,REPUBLICAN,213072,135568,76729
2014,MICHIGAN,3,REPUBLICAN,217165,125754,90497
2014,MICHIGAN,4,REPUBLICAN,219423,123962,94506
2014,MICHIGAN,5,DEMOCRAT,222138,73216,148182
2014,MICHIGAN,6,REPUBLICAN,208976,116801,91253
2014,MICHIGAN,7,REPUBLICAN,223685,119564,103080
2014,MICHIGAN,8,REPUBLICAN,243125,132739,109282
2014,MICHIGAN,9,DEMOCRAT,225757,88521,136342
2014,MICHIGAN,10,REPUBLICAN,228692,157069,70907
2014,MICHIGAN,11,REPUBLICAN,251238,140435,109695
2014,MICHIGAN,12,DEMOCRAT,206660,71591,134346
2014,MICHIGAN,13,DEMOCRAT,166947,33895,132710
2014,MICHIGAN,14,DEMOCRAT,212468,46724,165272
2014,MINNESOTA,1,DEMOCRAT,226695,102806,122851
2014,MINNESOTA,2,REPUBLICAN,245848,137778,106989
2014,MINNESOTA,3,REPUBLICAN,269585,167515,101049
2014,MINNESOTA,4,DEMOCRAT,241637,92842,147857
2014,MINNESOTA,5,DEMOCRAT,236010,68242,167079
2014,MINNESOTA,6,REPUBLICAN,236846,133328,102483
2014,MINNESOTA,7,DEMOCRAT,240835,109186,130546
2014,MINNESOTA,8,DEMOCRAT,266083,135623,129090
2014,MISSISSIPPI,1,REPUBLICAN,151111,102622,48004
2014,MISSISSIPPI,2,DEMOCRAT,148646,47478,100688
2014,MISSISSIPPI,3,REPUBLICAN,170946,117771,52643
2014,MISSISSIPPI,4,REPUBLICAN,155576,108776,46332
2014,MISSOURI,1,DEMOCRAT,163494,43737,119315
2014,MISSOURI,2,REPUBLICAN,231117,148191,82097
2014,MISSOURI,3,REPUBLICAN,191620,130940,60073
2014,MISSOURI,4,REPUBLICAN,176286,120014,55709
2014,MISSOURI,5,DEMOCRAT,153635,73635,79256
2014,MISSOURI,6,REPUBLICAN,186970,124616,61730
2014,MISSOURI,7,REPUBLICAN,163957,104054,59304
2014,MISSOURI,8,REPUBLICAN,159224,106124,52569
2014,MONTANA,0,REPUBLICAN,367963,203871,162451
2014,NEBRASKA,1,REPUBLICAN,179057,123219,55280
2014,NEBRASKA,2,DEMOCRAT,171509,86761,83872
2014,NEBRASKA,3,REPUBLICAN,184964,139440,45069
2014,NEVADA,1,DEMOCRAT,80299,34309,45643
2014,NEVADA,2,REPUBLICAN,186210,122402,63170
2014,NEVADA,3,REPUBLICAN,145719,88528,56619
2014,NEVADA,4,REPUBLICAN,130781,63466,66642
2014,NEW HAMPSHIRE,1,REPUBLICAN,242736,125508,116056
2014,NEW HAMPSHIRE,2,DEMOCRAT,238184,106409,130700
2014,NEW JERSEY,1,DEMOCRAT,162492,68485,93315
2014,NEW JERSEY,2,REPUBLICAN,177148,108875,67590
2014,NEW JERSEY,3,REPUBLICAN,186103,100471,84776
2014,NEW JERSEY,4,REPUBLICAN,174849,118826,55463
2014,NEW JERSEY,5,REPUBLICAN,188921,104678,83401
2014,NEW JERSEY,6,DEMOCRAT,120457,47784,72190
2014,NEW JERSEY,7,REPUBLICAN,175997,104287,70993
2014,NEW JERSEY,8,DEMOCRAT,79518,17828,61510
2014,NEW JERSEY,9,DEMOCRAT,120459,37581,82498
2014,NEW JERSEY,10,DEMOCRAT,112123,16225,95734
2014,NEW JERSEY,11,REPUBLICAN,174932,109455,64822
2014,NEW JERSEY,12,DEMOCRAT,148366,57357,90430
2014,NEW MEXICO,1,DEMOCRAT,180032,73812,105474
2014,NEW MEXICO,2,REPUBLICAN,147777,95209,52042
2014,NEW MEXICO,3,DEMOCRAT,184076,70119,113249
2014,NEW YORK,1,REPUBLICAN,176719,77062,98660
2014,NEW YORK,2,REPUBLICAN,146617,76659,69258
2014,NEW YORK,3,DEMOCRAT,171163,89862,80393
2014,NEW YORK,4,DEMOCRAT,175305,90618,83772
2014,NEW YORK,5,DEMOCRAT,94400,18501,75712
2014,NEW YORK,6,DEMOCRAT,77306,27798,49227
2014,NEW YORK,7,DEMOCRAT,68522,21166,47142
2014,NEW YORK,8,DEMOCRAT,95113,24398,70469
2014,NEW YORK,9,DEMOCRAT,101606,30303,70997
2014,NEW YORK,10,DEMOCRAT,113226,38888,73945
2014,NEW YORK,11,REPUBLICAN,110999,48291,62081
2014,NEW YORK,12,DEMOCRAT,117420,38590,78440
2014,NEW YORK,13,DEMOCRAT,91834,28113,63437
2014,NEW YORK,14,DEMOCRAT,67372,21782,45370
2014,NEW YORK,15,DEMOCRAT,61268,8059,53128
2014,NEW YORK,16,DEMOCRAT,138655,48081,90088
2014,NEW YORK,17,DEMOCRAT,181674,91455,89295
2014,NEW YORK,18,DEMOCRAT,186715,109375,76235
2014,NEW YORK,19,REPUBLICAN,210351,102118,107151
2014,NEW YORK,20,DEMOCRAT,211965,107443,103437
2014,NEW YORK,21,REPUBLICAN,181558,79615,100924
2014,NEW YORK,22,REPUBLICAN,175372,113574,61180
2014,NEW YORK,23,REPUBLICAN,190554,94375,95217
2014,NEW YORK,24,REPUBLICAN,203417,93881,108441
2014,NEW YORK,25,DEMOCRAT,196516,108159,87264
2014,NEW YORK,26,DEMOCRAT,173911,72530,100648
2014,NEW YORK,27,REPUBLICAN,215147,109171,104916
2014,NORTH CAROLINA,1,DEMOCRAT,210323,55430,154333
2014,NORTH CAROLINA,2,REPUBLICAN,207607,122128,84624
2014,NORTH CAROLINA,3,REPUBLICAN,205597,139415,65520
2014,NORTH CAROLINA,4,DEMOCRAT,227362,56842,169946
2014,NORTH CAROLINA,5,REPUBLICAN,228252,139279,88083
2014,NORTH CAROLINA,6,REPUBLICAN,251070,147312,102720
2014,NORTH CAROLINA,7,REPUBLICAN,226504,134431,91152
2014,NORTH CAROLINA,8,REPUBLICAN,187422,121568,65195
2014,NORTH CAROLINA,9,REPUBLICAN,173668,163080,10482
2014,NORTH CAROLINA,10,REPUBLICAN,218796,133504,84439
2014,NORTH CAROLINA,11,REPUBLICAN,230024,144682,84489
2014,NORTH CAROLINA,12,DEMOCRAT,172664,42142,130096
2014,NORTH CAROLINA,13,REPUBLICAN,268709,153991,113571
2014,NORTH DAKOTA,0,REPUBLICAN,248670,138100,109464
2014,OHIO,1,REPUBLICAN,197383,124779,71878
2014,OHIO,2,REPUBLICAN,201111,132658,67768
2014,OHIO,3,DEMOCRAT,143261,50977,91769
2014,OHIO,4,REPUBLICAN,186072,125907,59563
2014,OHIO,5,REPUBLICAN,202300,134449,67172
2014,OHIO,6,REPUBLICAN,190652,111026,78830
2014,OHIO,7,REPUBLICAN,143959,143959,0
2014,OHIO,8,REPUBLICAN,188330,126539,61173
2014,OHIO,9,DEMOCRAT,160715,51327,108870
2014,OHIO,10,REPUBLICAN,200606,130752,69155
2014,OHIO,11,DEMOCRAT,172566,35106,137105
2014,OHIO,12,REPUBLICAN,221081,150573,69803
2014,OHIO,13,DEMOCRAT,175549,54766,120230
2014,OHIO,14,REPUBLICAN,214580,135736,78056
2014,OHIO,15,REPUBLICAN,194621,128496,65464
2014,OHIO,16,REPUBLICAN,207375,132176,74447
2014,OKLAHOMA,2,REPUBLICAN,158407,110925,47007
2014,OKLAHOMA,3,REPUBLICAN,169605,133335,35907
2014,OKLAHOMA,4,REPUBLICAN,166268,117721,48062
2014,OKLAHOMA,5,REPUBLICAN,159133,95632,62866
2014,OREGON,1,DEMOCRAT,279253,118023,160038
2014,OREGON,2,REPUBLICAN,287425,202374,84200
2014,OREGON,3,DEMOCRAT,292757,80199,211748
2014,OREGON,4,DEMOCRAT,310179,127269,181624
2014,OREGON,5,DEMOCRAT,281088,128843,150944
2014,PENNSYLVANIA,1,DEMOCRAT,158441,26921,131248
2014,PENNSYLVANIA,2,DEMOCRAT,206538,25143,181141
2014,PENNSYLVANIA,3,REPUBLICAN,187790,113859,73192
2014,PENNSYLVANIA,4,REPUBLICAN,197340,147090,49748
2014,PENNSYLVANIA,5,REPUBLICAN,180857,115018,65181
2014,PENNSYLVANIA,6,REPUBLICAN,212544,119643,91972
2014,PENNSYLVANIA,7,REPUBLICAN,235125,145869,88363
2014,PENNSYLVANIA,8,REPUBLICAN,222498,137731,83919
2014,PENNSYLVANIA,9,REPUBLICAN,173317,110094,62591
2014,PENNSYLVANIA,10,REPUBLICAN,180322,112851,66796
2014,PENNSYLVANIA,11,REPUBLICAN,184692,122464,61606
2014,PENNSYLVANIA,12,REPUBLICAN,215921,127993,87049
2014,PENNSYLVANIA,13,DEMOCRAT,184150,59944,123601
2014,PENNSYLVANIA,14,DEMOCRAT,148351,0,148351
2014,PENNSYLVANIA,15,REPUBLICAN,128285,128285,0
2014,PENNSYLVANIA,16,REPUBLICAN,176235,101722,73768
2014,PENNSYLVANIA,17,DEMOCRAT,165051,70657,93680
2014,PENNSYLVANIA,18,REPUBLICAN,166076,166076,0
2014,RHODE ISLAND,1,DEMOCRAT,146353,58700,87060
2014,RHODE ISLAND,2,DEMOCRAT,169904,63546,105716
2014,SOUTH CAROLINA,1,REPUBLICAN,127815,119392,8339
2014,SOUTH CAROLINA,2,REPUBLICAN,194808,121649,72427
2014,SOUTH CAROLINA,3,REPUBLICAN,164009,116741,46795
2014,SOUTH CAROLINA,4,REPUBLICAN,149049,126452,22371
2014,SOUTH CAROLINA,5,REPUBLICAN,175145,103078,71346
2014,SOUTH CAROLINA,6,DEMOCRAT,173432,47208,125747
2014,SOUTH CAROLINA,7,REPUBLICAN,171524,102833,68004
2014,SOUTH DAKOTA,0,REPUBLICAN,276319,183834,91560
2014,TENNESSEE,1,REPUBLICAN,139470,115533,23698
2014,TENNESSEE,2,REPUBLICAN,166751,120883,45409
2014,TENNESSEE,3,REPUBLICAN,156097,97344,58165
2014,TENNESSEE,4,REPUBLICAN,145418,84815,59997
2014,TENNESSEE,5,DEMOCRAT,154276,57547,96148
2014,TENNESSEE,6,REPUBLICAN,162097,115231,46397
2014,TENNESSEE,7,REPUBLICAN,157907,110534,46899
2014,TENNESSEE,8,REPUBLICAN,172595,122255,49837
2014,TENNESSEE,9,DEMOCRAT,116550,28882,87376
2014,TEXAS,1,REPUBLICAN,148560,115084,33141
2014,TEXAS,2,REPUBLICAN,150026,101936,47609
2014,TEXAS,3,REPUBLICAN,138280,113404,24627
2014,TEXAS,4,REPUBLICAN,115085,115085,0
2014,TEXAS,5,REPUBLICAN,104262,88998,15111
2014,TEXAS,6,REPUBLICAN,150996,92334,58075
2014,TEXAS,7,REPUBLICAN,143219,90606,52087
2014,TEXAS,8,REPUBLICAN,140013,125066,14798
2014,TEXAS,9,DEMOCRAT,86003,7815,78109
2014,TEXAS,10,REPUBLICAN,176460,109726,66067
2014,TEXAS,11,REPUBLICAN,119574,107939,11519
2014,TEXAS,12,REPUBLICAN,158730,113186,45089
2014,TEXAS,13,REPUBLICAN,131451,110842,20403
2014,TEXAS,14,REPUBLICAN,145698,90116,55026
2014,TEXAS,15,DEMOCRAT,90184,41061,48708
2014,TEXAS,16,DEMOCRAT,73105,23529,49338
2014,TEXAS,17,REPUBLICAN,132865,85807,46587
2014,TEXAS,18,DEMOCRAT,106010,29614,76097
2014,TEXAS,19,REPUBLICAN,116818,90160,26391
2014,TEXAS,20,DEMOCRAT,87964,21196,66554
2014,TEXAS,21,REPUBLICAN,188996,135660,52803
2014,TEXAS,22,REPUBLICAN,151566,100861,50198
2014,TEXAS,23,REPUBLICAN,115429,57459,57390
2014,TEXAS,24,REPUBLICAN,144073,93712,49857
2014,TEXAS,25,REPUBLICAN,177883,107120,70055
2014,TEXAS,26,REPUBLICAN,141470,116944,24281
2014,TEXAS,27,REPUBLICAN,131047,83342,47228
2014,TEXAS,28,DEMOCRAT,76136,13492,62508
2014,TEXAS,29,DEMOCRAT,46143,4774,41321
2014,TEXAS,30,DEMOCRAT,105793,12624,93041
2014,TEXAS,31,REPUBLICAN,143028,91607,50907
2014,TEXAS,32,REPUBLICAN,156096,96495,59005
2014,TEXAS,33,DEMOCRAT,50592,6755,43769
2014,TEXAS,34,DEMOCRAT,79877,32050,47503
2014,TEXAS,35,DEMOCRAT,96225,35740,60124
2014,TEXAS,36,REPUBLICAN,133842,101663,31857
2014,UTAH,1,REPUBLICAN,130034,84231,45345
2014,UTAH,2,REPUBLICAN,146188,88915,56700
2014,UTAH,3,REPUBLICAN,142580,102952,39232
2014,UTAH,4,REPUBLICAN,147168,74936,71510
2014,VERMONT,0,DEMOCRAT,191504,67473,123349
2014,VIRGINIA,1,REPUBLICAN,209621,131861,76982
2014,VIRGINIA,2,REPUBLICAN,173060,101558,70787
2014,VIRGINIA,3,DEMOCRAT,147402,8123,139197
2014,VIRGINIA,4,REPUBLICAN,200638,120684,79154
2014,VIRGINIA,5,REPUBLICAN,204945,124735,79408
2014,VIRGINIA,6,REPUBLICAN,179708,133898,45352
2014,VIRGINIA,7,REPUBLICAN,243351,148026,94372
2014,VIRGINIA,8,DEMOCRAT,203076,74224,128102
2014,VIRGINIA,9,REPUBLICAN,162815,117465,44896
2014,VIRGINIA,10,REPUBLICAN,222910,125914,96026
2014,VIRGINIA,11,DEMOCRAT,187805,80215,106780
2014,WASHINGTON,1,DEMOCRAT,225579,100414,124151
2014,WASHINGTON,2,DEMOCRAT,201691,78723,122173
2014,WASHINGTON,3,REPUBLICAN,202814,124796,77238
2014,WASHINGTON,4,REPUBLICAN,153079,77772,74554
2014,WASHINGTON,5,REPUBLICAN,223242,135470,86894
2014,WASHINGTON,6,DEMOCRAT,224290,82195,141265
2014,WASHINGTON,7,DEMOCRAT,251875,47442,203954
2014,WASHINGTON,8,REPUBLICAN,198744,125741,72273
2014,WASHINGTON,9,DEMOCRAT,166794,48175,118132
2014,WASHINGTON,10,DEMOCRAT,181492,81391,99279
2014,WEST VIRGINIA,1,REPUBLICAN,144737,92491,51724
2014,WEST VIRGINIA,2,REPUBLICAN,154250,72619,80815
2014,WEST VIRGINIA,3,REPUBLICAN,140401,77713,62061
2014,WISCONSIN,1,REPUBLICAN,288170,182316,104795
2014,WISCONSIN,2,DEMOCRAT,328847,102888,224920
2014,WISCONSIN,3,DEMOCRAT,275161,118595,155368
2014,WISCONSIN,4,DEMOCRAT,254892,75089,179045
2014,WISCONSIN,5,REPUBLICAN,332826,231160,100649
2014,WISCONSIN,6,REPUBLICAN,299033,169767,127973
2014,WISCONSIN,7,REPUBLICAN,286603,169891,115545
2014,WISCONSIN,8,REPUBLICAN,290048,188553,100480
2014,WYOMING,0,REPUBLICAN,171153,113038,57534
2016,ALABAMA,1,REPUBLICAN,215893,208083,7732
2016,ALABAMA,2,REPUBLICAN,276584,134886,140281
2016,ALABAMA,3,REPUBLICAN,287104,192164,93991
2016,ALABAMA,4,REPUBLICAN,239444,235925,3484
2016,ALABAMA,5,REPUBLICAN,308326,205647,101652
2016,ALABAMA,6,REPUBLICAN,329306,245313,83153
2016,ALABAMA,7,DEMOCRAT,233028,3661,229330
2016,ALASKA,0,REPUBLICAN,308198,155088,151579
2016,ARIZONA,1,DEMOCRAT,280710,137106,142219
2016,ARIZONA,2,REPUBLICAN,315679,179806,134514
2016,ARIZONA,3,DEMOCRAT,151035,2041,148973
2016,ARIZONA,4,REPUBLICAN,284783,203487,80483
2016,ARIZONA,5,REPUBLICAN,320124,205184,113791
2016,ARIZONA,6,REPUBLICAN,324444,201578,121637
2016,ARIZONA,7,DEMOCRAT,158811,38953,119465
2016,ARIZONA,8,REPUBLICAN,298971,204942,93089
2016,ARIZONA,9,DEMOCRAT,277507,107367,169055
2016,ARKANSAS,1,REPUBLICAN,241047,183866,56609
2016,ARKANSAS,2,REPUBLICAN,302464,176472,124732
2016,ARKANSAS,3,REPUBLICAN,280907,217192,63078
2016,ARKANSAS,4,REPUBLICAN,244159,182885,60661
2016,CALIFORNIA,1,REPUBLICAN,314036,185448,127302
2016,CALIFORNIA,2,DEMOCRAT,330766,75806,254194
2016,CALIFORNIA,3,DEMOCRAT,256966,103408,152513
2016,CALIFORNIA,4,REPUBLICAN,350978,220133,129537
2016,CALIFORNIA,5,DEMOCRAT,292091,66889,224526
2016,CALIFORNIA,6,DEMOCRAT,235413,57270,177565
2016,CALIFORNIA,7,DEMOCRAT,297301,143716,152133
2016,CALIFORNIA,8,REPUBLICAN,220007,136972,82205
2016,CALIFORNIA,9,DEMOCRAT,232155,98002,133163
2016,CALIFORNIA,10,REPUBLICAN,241141,124671,115305
2016,CALIFORNIA,11,DEMOCRAT,298209,82508,214868
2016,CALIFORNIA,14,DEMOCRAT,286447,54269,231630
2016,CALIFORNIA,15,DEMOCRAT,269197,69913,198578
2016,CALIFORNIA,16,DEMOCRAT,167956,69778,97473
2016,CALIFORNIA,17,DEMOCRAT,233192,90015,142268
2016,CALIFORNIA,18,DEMOCRAT,323930,92535,230460
2016,CALIFORNIA,19,DEMOCRAT,245863,63420,181802
2016,CALIFORNIA,20,DEMOCRAT,255791,74063,180980
2016,CALIFORNIA,21,REPUBLICAN,132408,75126,56709
2016,CALIFORNIA,22,REPUBLICAN,234966,158755,75449
2016,CALIFORNIA,23,REPUBLICAN,241584,167116,73723
2016,CALIFORNIA,24,DEMOCRAT,310814,143332,166034
2016,CALIFORNIA,25,REPUBLICAN,261161,138755,121182
2016,CALIFORNIA,26,DEMOCRAT,280307,109948,169248
2016,CALIFORNIA,27,DEMOCRAT,250632,80838,168977
2016,CALIFORNIA,28,DEMOCRAT,270409,58931,210883
2016,CALIFORNIA,29,DEMOCRAT,171824,42983,128407
2016,CALIFORNIA,30,DEMOCRAT,282604,76552,205279
2016,CALIFORNIA,31,DEMOCRAT,215936,93917,121070
2016,CALIFORNIA,32,DEMOCRAT,186646,71003,114926
2016,CALIFORNIA,33,DEMOCRAT,330219,109714,219397
2016,CALIFORNIA,34,DEMOCRAT,159156,35951,122842
2016,CALIFORNIA,35,DEMOCRAT,171353,46836,124044
2016,CALIFORNIA,36,DEMOCRAT,232617,87386,144348
2016,CALIFORNIA,37,DEMOCRAT,237272,44334,192490
2016,CALIFORNIA,38,DEMOCRAT,232114,67839,163590
2016,CALIFORNIA,39,REPUBLICAN,263456,150777,111552
2016,CALIFORNIA,40,DEMOCRAT,149297,42316,106554
2016,CALIFORNIA,41,DEMOCRAT,197323,68467,128164
2016,CALIFORNIA,42,REPUBLICAN,254236,149547,103642
2016,CALIFORNIA,43,DEMOCRAT,219516,51974,167017
2016,CALIFORNIA,44,DEMOCRAT,178413,84436,93124
2016,CALIFORNIA,45,REPUBLICAN,311849,182618,127939
2016,CALIFORNIA,46,DEMOCRAT,164593,48852,115248
2016,CALIFORNIA,47,DEMOCRAT,242868,87228,154759
2016,CALIFORNIA,48,REPUBLICAN,306416,178701,126438
2016,CALIFORNIA,49,REPUBLICAN,310155,155888,152724
2016,CALIFORNIA,50,REPUBLICAN,283583,179937,102610
2016,CALIFORNIA,51,DEMOCRAT,199524,53818,145162
2016,CALIFORNIA,52,DEMOCRAT,320656,138009,181253
2016,CALIFORNIA,53,DEMOCRAT,296956,96988,198988
2016,COLORADO,1,DEMOCRAT,379036,120564,257254
2016,COLORADO,3,REPUBLICAN,374037,204220,168119
2016,COLORADO,4,REPUBLICAN,390633,248230,140979
2016,COLORADO,5,REPUBLICAN,361993,225445,135183
2016,COLORADO,6,REPUBLICAN,376417,191626,182943
2016,COLORADO,7,DEMOCRAT,362010,160629,199758
2016,CONNECTICUT,1,DEMOCRAT,312925,124645,187021
2016,CONNECTICUT,2,DEMOCRAT,330257,142607,186210
2016,CONNECTICUT,3,DEMOCRAT,309379,115934,192274
2016,CONNECTICUT,4,DEMOCRAT,313540,124472,187811
2016,CONNECTICUT,5,DEMOCRAT,309082,144127,163499
2016,FLORIDA,1,REPUBLICAN,369186,255107,112938
2016,FLORIDA,2,REPUBLICAN,343362,231163,111077
2016,FLORIDA,3,REPUBLICAN,342700,193843,147368
2016,FLORIDA,5,DEMOCRAT,302874,107242,194549
2016,FLORIDA,6,REPUBLICAN,364570,213519,149540
2016,FLORIDA,7,DEMOCRAT,353655,169900,182039
2016,FLORIDA,8,REPUBLICAN,390561,246483,142637
2016,FLORIDA,9,DEMOCRAT,339761,143006,195311
2016,FLORIDA,10,DEMOCRAT,305989,106423,198491
2016,FLORIDA,11,REPUBLICAN,394719,258016,135336
2016,FLORIDA,12,REPUBLICAN,369669,253559,114949
2016,FLORIDA,13,DEMOCRAT,355842,169438,184693
2016,FLORIDA,14,DEMOCRAT,316877,119877,195789
2016,FLORIDA,15,REPUBLICAN,318474,182999,134120
2016,FLORIDA,16,REPUBLICAN,385916,230654,153709
2016,FLORIDA,17,REPUBLICAN,338675,209348,128034
2016,FLORIDA,18,REPUBLICAN,375918,201488,172686
2016,FLORIDA,19,REPUBLICAN,363166,239225,122702
2016,FLORIDA,20,DEMOCRAT,277560,54100,222914
2016,FLORIDA,21,DEMOCRAT,335861,124002,210606
2016,FLORIDA,22,DEMOCRAT,337850,137350,199113
2016,FLORIDA,23,DEMOCRAT,323120,138496,183225
2016,FLORIDA,25,REPUBLICAN,253240,157921,94366
2016,FLORIDA,26,REPUBLICAN,280542,148547,130675
2016,FLORIDA,27,REPUBLICAN,287677,157917,128462
2016,GEORGIA,1,REPUBLICAN,211112,210243,860
2016,GEORGIA,2,DEMOCRAT,242599,93115,148543
2016,GEORGIA,3,REPUBLICAN,303187,207218,95009
2016,GEORGIA,4,DEMOCRAT,290739,69887,220146
2016,GEORGIA,5,DEMOCRAT,300549,46300,253781
2016,GEORGIA,6,REPUBLICAN,326005,201088,123668
2016,GEORGIA,7,REPUBLICAN,288301,174081,113078
2016,GEORGIA,8,REPUBLICAN,257208,173983,82393
2016,GEORGIA,9,REPUBLICAN,256535,256535,0
2016,GEORGIA,10,REPUBLICAN,244821,243725,1085
2016,GEORGIA,11,REPUBLICAN,323318,217935,104329
2016,GEORGIA,12,REPUBLICAN,258912,159492,98426
2016,GEORGIA,13,DEMOCRAT,252833,0,252833
2016,GEORGIA,14,REPUBLICAN,216743,216743,0
2016,HAWAII,1,DEMOCRAT,213531,67433,145417
2016,HAWAII,2,DEMOCRAT,224133,52752,170848
2016,IDAHO,1,REPUBLICAN,355357,242252,111974
2016,IDAHO,2,REPUBLICAN,326237,205292,119736
2016,ILLINOIS,1,DEMOCRAT,315862,81007,234037
2016,ILLINOIS,2,DEMOCRAT,294522,58876,235051
2016,ILLINOIS,3,DEMOCRAT,225411,90,225320
2016,ILLINOIS,4,DEMOCRAT,171297,0,171297
2016,ILLINOIS,5,DEMOCRAT,313724,99873,212842
2016,ILLINOIS,6,REPUBLICAN,352146,208555,142155
2016,ILLINOIS,7,DEMOCRAT,297466,46413,250584
2016,ILLINOIS,8,DEMOCRAT,248571,102581,144954
2016,ILLINOIS,9,DEMOCRAT,326948,108546,217306
2016,ILLINOIS,10,DEMOCRAT,285996,134205,150435
2016,ILLINOIS,11,DEMOCRAT,275573,107905,166578
2016,ILLINOIS,12,REPUBLICAN,313002,169976,141596
2016,ILLINOIS,13,REPUBLICAN,314394,187583,125543
2016,ILLINOIS,14,REPUBLICAN,338097,200508,136213
2016,ILLINOIS,16,REPUBLICAN,259853,259722,130
2016,ILLINOIS,17,DEMOCRAT,287068,112804,173125
2016,ILLINOIS,18,REPUBLICAN,347283,250506,95809
2016,INDIANA,1,DEMOCRAT,254583,46597,207515
2016,INDIANA,2,REPUBLICAN,277357,164355,111872
2016,INDIANA,3,REPUBLICAN,287247,201396,84992
2016,INDIANA,4,REPUBLICAN,299434,193412,104962
2016,INDIANA,5,REPUBLICAN,361135,221957,137786
2016,INDIANA,6,REPUBLICAN,296385,204920,90550
2016,INDIANA,7,DEMOCRAT,264670,104872,158739
2016,INDIANA,8,REPUBLICAN,294713,187702,105941
2016,INDIANA,9,REPUBLICAN,322843,174791,146571
2016,IOWA,1,REPUBLICAN,384977,206903,176293
2016,IOWA,2,DEMOCRAT,370032,169746,198571
2016,IOWA,3,REPUBLICAN,390287,208598,179872
2016,IOWA,4,REPUBLICAN,370259,226719,142105
2016,KANSAS,1,REPUBLICAN,257971,169992,87099
2016,KANSAS,2,REPUBLICAN,297401,181228,115011
2016,KANSAS,3,REPUBLICAN,343113,176022,165420
2016,KANSAS,4,REPUBLICAN,275251,166998,107170
2016,KENTUCKY,1,REPUBLICAN,299001,216959,81222
2016,KENTUCKY,2,REPUBLICAN,251825,251825,0
2016,KENTUCKY,3,DEMOCRAT,334494,120872,212401
2016,KENTUCKY,4,REPUBLICAN,327987,233922,93124
2016,KENTUCKY,5,REPUBLICAN,221242,221242,0
2016,KENTUCKY,6,REPUBLICAN,330827,202099,127441
2016,LOUISIANA,1,REPUBLICAN,326788,243645,82312
2016,LOUISIANA,2,DEMOCRAT,284269,85120,198289
2016,LOUISIANA,3,REPUBLICAN,282443,77671,202724
2016,LOUISIANA,4,REPUBLICAN,268761,87370,179577
2016,LOUISIANA,5,REPUBLICAN,255662,208545,46646
2016,LOUISIANA,6,REPUBLICAN,331098,207483,122379
2016,MAINE,2,REPUBLICAN,364886,192878,170288
2016,MARYLAND,1,REPUBLICAN,362097,242574,118328
2016,MARYLAND,2,DEMOCRAT,309480,116124,192183
2016,MARYLAND,3,DEMOCRAT,339675,123785,214640
2016,MARYLAND,4,DEMOCRAT,320650,82318,237501
2016,MARYLAND,5,DEMOCRAT,360634,116469,242989
2016,MARYLAND,6,DEMOCRAT,331973,144741,185770
2016,MARYLAND,7,DEMOCRAT,318912,79273,238838
2016,MARYLAND,8,DEMOCRAT,364324,142230,220657
2016,MASSACHUSETTS,1,DEMOCRAT,349676,112734,235803
2016,MASSACHUSETTS,3,DEMOCRAT,360124,122177,236713
2016,MASSACHUSETTS,7,DEMOCRAT,309645,55728,253354
2016,MASSACHUSETTS,9,DEMOCRAT,403642,189933,211790
2016,MICHIGAN,1,REPUBLICAN,360271,197777,160869
2016,MICHIGAN,2,REPUBLICAN,339328,212508,125552
2016,MICHIGAN,3,REPUBLICAN,342365,203545,137432
2016,MICHIGAN,4,REPUBLICAN,315751,194572,119967
2016,MICHIGAN,5,DEMOCRAT,319291,122772,195279
2016,MICHIGAN,6,REPUBLICAN,329565,193259,134943
2016,MICHIGAN,7,REPUBLICAN,334807,184321,148981
2016,MICHIGAN,8,REPUBLICAN,366968,205629,159726
2016,MICHIGAN,9,DEMOCRAT,344775,143663,199661
2016,MICHIGAN,10,REPUBLICAN,340983,215132,124592
2016,MICHIGAN,11,REPUBLICAN,379488,200872,176830
2016,MICHIGAN,12,DEMOCRAT,328542,115992,211378
2016,MICHIGAN,13,DEMOCRAT,257797,58436,198771
2016,MICHIGAN,14,DEMOCRAT,310974,66171,244135
